Gender,Major,Minor,Ethnic,Orientation,MotherEdu,FatherEdu,Year,International,Country,Transfer,EFL,FirstGen,STEM,GPA,HighGPA,SameEthnic,OtherEthnic,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q3.8,Q3.9,Q3.10,Q3.11,Q3.12,Q3.13,Q3.14,Q3.15,Q3.16,Q3.17,Q3.18,Q3.19,Q3.20,Q3.21,Q3.22,Q3.23,Q3.24,HelpFactor,InhibitFactor,FamilyValue,Academic,SES,Belonging,Stress,Exclusion
Female,Neuroscience,Spanish,Latino/Hispanic,Heterosexual,High school or less,High school or less,Senior,No,,No,No,Yes,Yes,2.9,4.2,20,3,Often,Rarely,Always,Never,Sometimes,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Not Sure,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I am in AAP which is mainly for first generation students of low income, it has provided me with extra help for my classes and counseling. ",There is not a lot of people of my ethnic background or that come from unprivileged high schools like me.,High Value,50,100,55.6,56.3,75
Female,Biology,Evolutionary Medicine,African American,Heterosexual,Two-year College,Graduate or Professional Degree,Senior,No,,Yes,Yes,No,Yes,3.5,4.147,2,5,Often,Never,Often,Sometimes,Sometimes,Strongly Agree,Strongly Agree,Strongly Disagree,Not Sure,Not Sure,Strongly Agree,Disagree,Not Sure,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Not Sure,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Not Sure,"As a transfer student, UCLA's Center for Community College Partnerships (CCCP) prepared me before my admission and now as a mentor for the program, I feel that I have gotten to connect with people with similar backgrounds. Similarly, UCLA's AAP and CPO does a lot of work to make sure that students are doing okay with resources such as peer-facilitated learning, test bank, food closet, etc.",The classes are great I just think it is hard to connect with professors at UCLA as compared to the community college.,High Value,50,66.7,38.9,93.8,83.3
Female,Statistics,,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,No,,No,Yes,No,Yes,3.9,4,20,30,Rarely,Rarely,Always,Often,Sometimes,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Not Sure,Disagree,Agree,Not Sure,Not Sure,Agree,Agree,Strongly Disagree,Strongly Disagree,Not Sure,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,"My friends encourage me. Without them, I don't know where I would be.","With so many things to balance, I never get enough sleep. My significant other doesn't think I give him enough of my time.",High Value,59.4,50,72.2,50,41.7
Female,Biology,none,Latino/Hispanic,Heterosexual,High school or less,High school or less,Junior,No,,No,No,Yes,Yes,3,4.3,3,3,Never,Sometimes,Always,Rarely,Sometimes,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,I have a therapist. ,I come from a bad high school ,Average Value,18.8,83.3,22.2,75,91.7
Female,Biochemistry,,Asian,Bisexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,No,,No,No,No,Yes,4,4.3,2,5,Rarely,Rarely,Always,Sometimes,Often,Agree,Agree,Agree,Agree,Agree,Agree,Not Sure,Agree,Strongly Agree,Strongly Agree,Agree,Not Sure,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Not Sure,Not Sure,Disagree,Strongly Disagree,Disagree,My TA asked me if I was okay. ,Guidance counselors don't believe in their students. ,Low Value,43.8,75,25,62.5,91.7
Female,"Microbiology, Immunology and Molecular Genetics",,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,Yes,Pakistan,No,No,No,Yes,3,NA,20,8,Often,Sometimes,Always,Rarely,Rarely,Strongly Agree,Not Sure,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Not Sure,Disagree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Finding friends from the same country I am from,The difference in the way things are taught at my high school abroad vs here. Being so far away from family and having to deal with everything by myself. Not having enough people to look up to that look like me and have had similar experiences. ,High Value,NA,91.7,55.6,62.5,66.7
Female,Human Biology & Society,,Calcasian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,No,,No,Yes,No,Yes,3.7,4,20,7,Sometimes,Rarely,Always,Rarely,Never,Agree,Not Sure,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Not Sure,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,High Value,53.1,100,77.8,62.5,16.7
Female,Biology,Chicanx Studies,Latino/Hispanic,Heterosexual,High school or less,High school or less,Junior,No,,No,No,Yes,Yes,2.89,4,3,0,Often,Sometimes,Always,Sometimes,Never,Strongly Agree,Strongly Disagree,Strongly Disagree,Not Sure,Agree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Not Sure,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Not Sure,Strongly Disagree,"What has helped me succeed has been the support of my family and friends. My family has been so proud of me and I know they expect big things from me, but they also understand that I have a limit and they never try to make me do more than I can.They always help me and understand when I can't come home or go out due to academics. ",The support of everyone around me. I think I was always the one to doubt myself the most but the people that love me never doubted my capabilities and to this day continue to believe in me more than I believe in myself. ,NA,18.8,75,38.9,75,91.7
Male,Linguistics and Computer Science,,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Sophomore,No,,No,Yes,No,Yes,4,3.98,15,30,Sometimes,Sometimes,Often,Often,Sometimes,Agree,Agree,Agree,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Disagree,Agree,Not Sure,Not Sure,Agree,Disagree,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"My family and friends have helped me at UCLA. Whenever I am stressed, I can let my parents know and they will always help me out. They are always there for me and give great advice, so I feel comforted because of that. I had a midterm in my first year where I was very scared. Calling my parents really helped me to calm down and relax. ","Being away from my family was hard at first. In my first year, it was tough because it was a time where I wasn't ready to be away from my family. Now that I am older, it is much better now. It is all about the growing up and maturing process. ",Low Value,56.3,58.3,58.3,56.3,50
Female,General Biology,,Asian,I prefer not to say,High school or less,High school or less,Senior,No,,No,Yes,Yes,Yes,3.97,3.98,9,11,Sometimes,Sometimes,Always,Sometimes,Sometimes,Strongly Agree,Agree,Strongly Disagree,Not Sure,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Not Sure,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,"Going to office hours have helped me succeed, especially when the professor is engaging and does not favor students. I feel excluded when professors tend to assume people come to help just to get recommendation letters, because I don't like that environment of competitiveness. I also like that classes are very collaborative. I've learned to prioritize my own self health and spend time alone cooking, listening to music, and reading a lot. ","I often feel isolated at UCLA, because I am very introverted and it's hard to meet people. Sometimes it can really feel competitive in classes, when people don't want to share notes or they compete for grades. I distance myself a lot from those people, which helps. I also have anxiety and it's hard to feel like your self health matters in classes where professors assume that their class should be your number one priority. I feel often like I have to put my academic life before my own health in order to do well.",NA,50,50,41.7,81.3,50
Female,MIMG,,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,No,,No,No,No,Yes,3,NA,20,8,Often,Sometimes,Always,Rarely,Rarely,Agree,Not Sure,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Not Sure,Strongly Disagree,Agree,Agree,Agree,Not Sure,Agree,Agree,Disagree,Agree,,,Average Value,25,91.7,63.9,68.8,50
Female,Statistics,NA,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,Yes,CHINA,Yes,No,No,Yes,3.5,3.2,20,4,Rarely,Rarely,Always,Often,Rarely,Agree,Strongly Agree,Not Sure,Disagree,Strongly Disagree,Not Sure,Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,resources and opportunity,not yet found,Average Value,62.5,25,80.6,25,25
Male,Statistics,,Asian,straight,High school or less,Graduate or Professional Degree,Senior,Yes,South Korea,Yes,No,No,Yes,3.4,3.4,5,20,Never,Never,Always,Never,Sometimes,Strongly Agree,Strongly Disagree,Not Sure,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Strongly Disagree,Strongly Disagree,Strongly Disagree,"UCLA helped me to develop my time management
skills. Also UCLA helped me to learn what I can expect from the jobs I will have in the future.",When I visited office of statistic class' professor he/she often gave me a lot of advice on the jobs I will be applying in the future. For example some professors told me the strength/weakness I have for some specific jobs and also helped me how I can develop resumes.  ,Low Value,31.3,66.7,13.9,87.5,75
Female,MCDB,N/a,Asian,Heterosexual,Two-year College,Two-year College,Junior,No,,No,Yes,Yes,Yes,3.56,4.35,7,6,Often,Rarely,Always,Rarely,Sometimes,Strongly Agree,Disagree,Not Sure,Disagree,Disagree,Agree,Not Sure,Not Sure,Disagree,Agree,Not Sure,Not Sure,Agree,Agree,Agree,Disagree,Disagree,Not Sure,Not Sure,Agree,Strongly Agree,Agree,Not Sure,Agree,"My friends have helped me succeed in all of those aspects. Coming to college, I realized how important friends and classmates are in creating a social atmosphere and a study atmosphere. ",The competitiveness.,Average Value,56.3,41.7,61.1,50,33.3
Female,statistics,,Asian,Bisexual,Four-year College,Four-year College,Senior,Yes,"HongKong, China",Yes,No,No,Yes,3.6,4,50,30,Never,Always,Always,Never,Never,Disagree,Not Sure,Agree,Disagree,Strongly Disagree,Not Sure,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Not Sure,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,friends,languages,Low Value,43.8,25,25,93.8,83.3
Male,Statistic,,Asian,Heterosexual,High school or less,High school or less,Senior,Yes,China,Yes,No,Yes,Yes,3.46,4,20,50,Rarely,Sometimes,Often,Rarely,Sometimes,Not Sure,Agree,Agree,Not Sure,Not Sure,Agree,Agree,Agree,Not Sure,Agree,Not Sure,Agree,Agree,Not Sure,Not Sure,Disagree,Not Sure,Agree,Not Sure,Agree,Agree,Disagree,Agree,Not Sure,,,Low Value,53.1,58.3,41.7,56.3,50
Female,Physiological Science,N/A,Calcasian,Heterosexual,Four-year College,Four-year College,Senior,No,,No,Yes,No,Yes,3.85,4.4,4,8,Sometimes,Rarely,Always,Rarely,Rarely,Not Sure,Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Find a group of friends who are going through all of the same things as you. They can help you study, keep you focused, and be there for you when you need a break from the hectic-ness.",Having to hold a job and be a full time student can be difficult.,High Value,84.4,58.3,77.8,12.5,25
Male,Stats/Biz Econ,,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,No,,No,Yes,No,Yes,3.8,4,10,10,Sometimes,Never,Always,Sometimes,Often,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Not Sure,Strongly Disagree,Not Sure,Not Sure,Strongly Agree,Not Sure,Agree,Disagree,Not Sure,Disagree,Not Sure,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Not Sure,Not Sure,Disagree,"Going through hardships. I grew up with a pretty sheltered life, where all I had to worry about was my grades, and any stressful factors for me stemmed purely from schoolwork. However, having experienced being an adult, and juggling schoolwork with  other things, such as dating, being social, and taking care of my health, it caused me to face hardships in multiple areas outside of just academics, which have ultimately made me into a better person overall.","Schoolwork and myself. Schoolwork causes me to rarely have time for other things, and my own tendency to focus too much on schoolwork causes me to rarely have time for other things.",Low Value,40.6,25,36.1,75,83.3
Male,Statistics,,Asian,Heterosexual,High school or less,Graduate or Professional Degree,Senior,No,,Yes,Yes,No,Yes,2.6,3.3,50,20,Rarely,Often,Sometimes,Rarely,Rarely,Strongly Agree,Strongly Agree,Disagree,Not Sure,Strongly Agree,Strongly Agree,,Agree,Not Sure,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Not Sure,Disagree,Agree,Not Sure,Not Sure,Agree,"My departmental counselor, Laurie, has been the best. I truly love her and she has helped me succeed. ",Many friends have helped me positively in school and life. ,Average Value,59.4,83.3,NA,56.3,75
Male,Psychobiology,,middle eastern,Heterosexual,High school or less,High school or less,Junior,No,,No,Yes,Yes,Yes,3.93,4.2,10,5,Sometimes,Rarely,Always,Sometimes,Never,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Not Sure,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,smart friends that inspire you to learn and be the smartest that you can be ,my own laziness and procrastination,Average Value,71.9,25,63.9,43.8,25
Female,Statistics,none,Asian,Heterosexual,High school or less,High school or less,Junior,Yes,CHINA,Yes,No,Yes,Yes,NA,3.7,23,3,Sometimes,Rarely,Always,Sometimes,Sometimes,Strongly Agree,Strongly Agree,Not Sure,Disagree,Disagree,Not Sure,Not Sure,Agree,Not Sure,Agree,Agree,Not Sure,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Not Sure,Agree,"I think it is very important to be honest with yourself. This is the most important factor which could support me succeed academically, socially and emotionally at UCLA. Academically, I face my shortcomings bravely, and I accept the gap between myself and others, which enabled me to face the academic pressure easily enough. In terms of relationships and friends, I will take care of others while not wronging myself, so that I can reduce my psychological burden.",Sometimes I feel so tired that I do not have enough energy to deal with many things.,Average Value,59.4,33.3,61.1,56.3,41.7
Male,Psychobiology,None,Asian,Heterosexual,Two-year College,High school or less,Junior,No,None,No,Yes,Yes,Yes,3.1,3.64,100,200,Sometimes,Sometimes,Always,Always,Never,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Not Sure,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,"At first I did not think I was smart enough to be at UCLA, but after meeting friends and doing well in classes I started to be more confident in myself. Finding a support system is essential to doing well at this school.","The workload for some courses is a lot and I feel like instead of learning actual content, I am just trying to get a good grade for grad school. ",Average Value,37.5,100,86.1,37.5,25
Male,Statistic,,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,Yes,China,Yes,No,No,Yes,3.2,3.5,50,50,Often,Sometimes,Always,Sometimes,Sometimes,Not Sure,Not Sure,Not Sure,Strongly Disagree,Disagree,Not Sure,Not Sure,Agree,Agree,Not Sure,Strongly Disagree,Strongly Disagree,Agree,Not Sure,Agree,Not Sure,Not Sure,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,"confidence, leadership, social network. ","classes are too big, not too much connection between prof and the students. 
Quarter system is bad, even UCB changed back to semaster!!!!",Average Value,53.1,25,72.2,18.8,41.7
Female,Biology,,Asian,Heterosexual,Four-year College,Four-year College,Senior,No,,No,No,No,Yes,3.94,NA,NA,NA,Often,Rarely,Always,Rarely,Rarely,Agree,Agree,Disagree,Disagree,Disagree,Not Sure,Strongly Agree,Not Sure,Not Sure,Agree,Not Sure,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Not Sure,"Having friends in the same classes, approachable faculty members that genuinely want to help me learn the material, going to different events on campus for fun (sports, movie screenings, etc.)",,Average Value,68.8,33.3,52.8,56.3,33.3
Female,biology,global health,American Indian,Heterosexual,High school or less,Graduate or Professional Degree,Junior,No,,No,Yes,No,Yes,2.8,3.7,1,60,Often,Sometimes,Always,Always,Never,Not Sure,Agree,Strongly Disagree,Disagree,Strongly Disagree,Not Sure,Disagree,Not Sure,Disagree,Agree,Strongly Disagree,Strongly Disagree,Not Sure,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Strongly Agree,My teammates/ friends have helped me get through a lot emotional/academic setbacks.,"Athletics can be very overwhelming. Coaches can be a big part of any anxiety I have. I'm also tired often, making it harder to get work done.",High Value,56.3,25,91.7,31.3,16.7
Male,Biology,,Asian,Heterosexual,Four-year College,Four-year College,Junior,No,,No,No,No,Yes,3.986,3.95,18,72,Often,Rarely,Always,Sometimes,Sometimes,Agree,Strongly Agree,Not Sure,Disagree,Strongly Disagree,Disagree,Not Sure,Not Sure,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Not Sure,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Academically, I always try my hardest in the classes I am taking and try to catch myself when I let myself slack off. I always make sure that I have my academic success as a priority before planning other events/activities, unless they are absolutely necessary. Socially, I try to meet new people and open myself up more to build strong friendships. Emotionally, I talk a lot to my parents and close friends whenever I need advice on certain matters or if I need help in any area.","Academically, I think I could benefit more if more office hours were held online where students who cannot physically come to office hours can still listen in and ask questions. Emotionally, maybe we can have more destress activities throughout the schoolyear. Nothing socially comes to mind.",Average Value,75,16.7,69.4,50,41.7
Male,Neuroscience,,Latino/Hispanic,Heterosexual,High school or less,High school or less,Junior,No,,No,Yes,Yes,Yes,3.85,4.44,20,30,Often,Never,Always,Rarely,Sometimes,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I struggled my first year to make friends. I'm shy and I didn't put myself out there in the beginning and it made things difficult for the rest of the year. I had a poor relationship with my roommates and I felt alone so I put all of my time into my academics and learned what it takes to get decent grades at UCLA. In that sense, not having a social life was nice because I did not get distracted. I had a few acquaintances from classes, and that helped me not feel completely alone and in my opinion saved me from depression. Towards the end of my first year at UCLA I joined a group here on campus in an effort to put myself out there and it was not bad. I dreaded going back to UCLA for my second year. Luckily, my new roommates became my best friends here at UCLA. I suddenly had people who I could rely on and be myself around. That changed everything. I wasn't at school to get a degree, I was at school and I enjoyed the process. My roommates and I share the same future goals so I made my roommates join the group I joined at the end of my first year. We had lots of fun with the group during our second year, got super involved, and we're now officers in that group. My roommates and I are also always there for each other with academic support and advice about things in general. I've grown so much since my first year it's crazy. I am now much more confident in myself and my future goals and I am much more happy and everything is cool. I feel like I might appreciate it more because I struggled in the beginning.",During my first year I worked eighteen hours a week to support myself financially. These hours could have been spent for classes. The cost of UCLA is a challenge. ,NA,56.3,83.3,83.3,18.8,41.7
Male,Statistics,,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,Yes,Japan,No,Yes,No,Yes,3.2,3.8,20,20,Often,Sometimes,Always,Often,Rarely,Strongly Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Not Sure,Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Not Sure,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,"Having roommates that you can talk to and joke around. Also making sure to be on top of my work and getting enough sleep help me feel less anxious. I also personally believe that doing well on exams is not everything about life, so I tend to not worry so much about my grades. ",,Average Value,65.6,25,69.4,18.8,58.3
Male,Statistics,Mathematics,Latino/Hispanic,Heterosexual,High school or less,Graduate or Professional Degree,Junior,No,,No,No,No,Yes,3,3.7,0,7,Sometimes,Rarely,Rarely,Often,Never,Agree,Disagree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Not Sure,Not Sure,Agree,Agree,Agree,Not Sure,Agree,Strongly Agree,Not Sure,Strongly Agree,Joining clubs and organizations where you could meet nice people and make friends. They make UCLA feel a lot smaller and make college much more enjoyable than just doing nothing by myself.,I feel that I have not had the necessary foundational study skills to succeed in a collegiate environment developed in high school. My study skills and proclivity for procrastination has had a detrimental effect on my grades and mental well being. ,Low Value,21.9,100,50,81.3,66.7
Female,Physiological Science,,Asian,Bisexual,Two-year College,Graduate or Professional Degree,Sophomore,No,,No,Yes,No,Yes,3.54,4.3,30,30,Often,Rarely,Always,Sometimes,Sometimes,Agree,Agree,Disagree,Agree,Agree,Disagree,Not Sure,Not Sure,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,"One factor that helped me succeed socially is forcing myself to join clubs I had mild interests in as a first year. It helped me find friends and a really good support system that supports me academically, socially, and emotionally. Having supportive friends helps my mental health, which helps me the best I can when it comes to academics. A factor that helped me with academics is changing my mindset about learning and learning how to study. Last year, I definitely struggled a lot academically and I developed grit and perseverance that helped me emerge as a better person especially after being beat down like that. The final most important change I made this year was prioritizing my health, because by prioritizing my health I am able to manage my time better so that I am still able to sleep while getting work done.","A factor that has inhibited my academic success is an inconsistent work ethic. Sometimes I can work throughout the week really well, but skip one day of studying and it puts me behind again. Another factor is my mental health. On some days, it is very bad and I don't have the motivation or energy to focus on my work, so I am not able to do it. It also confers me with a lot of social anxiety so making friends and meeting new people is still very difficult for me. My mental health makes doing certain things feel like a mountain instead of a small hill like its supposed to be for neurotypical people. ",Average Value,71.9,58.3,77.8,31.3,33.3
Male,psychobiology ,,Calcasian,Heterosexual,Graduate or Professional Degree,High school or less,Junior,No,,No,Yes,No,Yes,3.91,3.96,20,6,Often,Rarely,Always,Often,Rarely,Agree,Agree,Not Sure,Not Sure,Disagree,Disagree,Disagree,Disagree,Not Sure,Not Sure,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I can attribute my academic success at UCLA to be rooted in my strong foundation from high school. Many of my high school courses readily prepared me to succeed in my UCLA classes. In addition, almost all professors offered office hours, which were useful to go to to ask questions. The LA program has also been a contributing factor in my educational success because the extra practice from their workshops aided in course material mastery. In terms of socially, UCLA is a cornucopia of unlimited activities and events. You will never get bored or not find something to do with friends.   ","I have encountered some instances where the professor was not very good at assessing students through their exams. The exams were pointlessly difficult to the point that the average was 40%. Besides that, UCLA is filled with very capable students, so competition is naturally bound to occur. You have to constantly stay active to make sure you do not fall behind you peers.",Average Value,75,33.3,86.1,25,25
Female,psychobiology,,Asian,Heterosexual,Four-year College,Four-year College,Sophomore,No,,No,No,No,Yes,4,4.4,30,10,Rarely,Never,Always,Rarely,Rarely,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Not Sure,Agree,Strongly Agree,Agree,Not Sure,Agree,"Finding support through different extracurriculars have made my time at UCLA more inviting and enjoyable as opposed to last year where I just went to class and then back to my dorm. Meeting more people also encouraged me to do better and study more through asking questions and forming study groups, so I feel more prepared academically. I also talked a lot to a peer counselor, who helped me navigate imposter syndrome and figure out my place at UCLA. ","The competitive atmosphere at UCLA is a leading cause of a lot of my anxiety. I feel like I am not good enough for this school since the people around me, especially in my major, always seem so smart and are doing so much more than I will ever have the energy and capacity to do. I also feel discouraged going to office hours with my professors because of this since one time that I went last year, one super smart and advanced student asked so many questions and the professor focused all their attention on the other student so it was hard for me to speak up about my own questions that I feel are ""stupid"" or more surface level.",Average Value,25,58.3,52.8,68.8,66.7
Female,Econ,"Stats, Film",Asian,Heterosexual,High school or less,High school or less,Junior,Yes,China,Yes,No,Yes,No,3.7,4,50,10,Rarely,Sometimes,Always,Rarely,Often,Not Sure,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Not Sure,Agree,Agree,Agree,Agree,Agree,Not Sure,Agree,various programs for interns,my boyfriend,Average Value,53.1,41.7,66.7,50,50
Female,Statistics,,Asian,Heterosexual,High school or less,Four-year College,Junior,Yes,Singapore,Yes,Yes,No,Yes,NA,4,20,50,Sometimes,Often,Often,Sometimes,Rarely,Strongly Agree,Not Sure,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Not Sure,Not Sure,Disagree,Not Sure,Not Sure,Not Sure,Not Sure,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Not Sure,"Socially, I appreciate the number of parties available at UCLA for me to meet more people","Class size is too big, and professors are not able to focus on individual students' needs",Average Value,28.1,100,52.8,75,50
Male,MCDB,Biomedical Research,Calcasian,Gay/ Homosexual,Four-year College,High school or less,Junior,No,,No,Yes,No,Yes,3.85,4,2,8,Rarely,Rarely,Always,Often,Rarely,Agree,Agree,Agree,Not Sure,Agree,Agree,Disagree,Not Sure,Not Sure,Agree,Agree,Strongly Agree,Not Sure,Agree,Not Sure,Not Sure,Agree,Agree,Agree,Not Sure,Not Sure,Agree,Agree,Strongly Agree,Knowing that other people are going through similar experiences in their academic and social lives helps me share and go through my experiences together with others instead of alone.,,Low Value,56.3,66.7,50,75,66.7
Male,Statistics,,Asian,Heterosexual,High school or less,High school or less,Junior,Yes,China,Yes,No,Yes,Yes,NA,3.5,10,2,Sometimes,Rarely,Sometimes,Sometimes,Never,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Not Sure,Not Sure,Not Sure,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,,professors are good,,Low Value,46.9,50,NA,43.8,25
Female,Physiological Sciences,,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,No,,No,Yes,No,Yes,3.79,4.45,10,20,Sometimes,Sometimes,Always,Sometimes,Never,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,"Having a strong support system, most importantly my immediate family, boyfriend of 5 years, and my best friend. Being able to have a safe outlet to vent and discuss my stresses helps me realize I am not alone and I can overcome my stressors.","Being surrounded by those who put others down, especially in Greek life, and do not have the same priorities as I do was a major factor in inhibiting my success at UCLA. ",NA,56.3,0,69.4,50,33.3
