Gender,Major,Minor,Ethnic,Orientation,MotherEdu,FatherEdu,Year,International,Country,Transfer,EFL,FirstGen,STEM,GPA,HighGPA,SameEthnic,OtherEthnic,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q3.8,Q3.9,Q3.10,Q3.11,Q3.12,Q3.13,Q3.14,Q3.15,Q3.16,Q3.17,Q3.18,Q3.19,Q3.20,Q3.21,Q3.22,Q3.23,Q3.24,HelpFactor,InhibitFactor,FamilyValue,Academic,SES,Belonging,Stress,Exclusion
Female,Statistics,NA,Asian,Heterosexual,High school or less,Four-year College,Senior,Yes,China,Yes,No,No,Yes,3.6,NA,5,2,Often,Sometimes,Always,Sometimes,Often,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Not Sure,Not Sure,Not Sure,Not Sure,Strongly Agree,Disagree,Not Sure,Agree,Agree,Agree,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Strongly Agree,Agree,Not Sure,Not Sure,Career fair,None,High Value,56.3,33.3,52.8,50,58.3
Male,Statistics,,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,Yes,Republic of Korea,Yes,No,No,Yes,3.3,3,50,10,Rarely,Never,Always,Always,Often,Strongly Agree,Strongly Agree,Not Sure,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Not Sure,Strongly Disagree,Disagree,Not Sure,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"As a student of UCLA, I am able to mingle with a people from variety of groups.",Students in my major mostly spend their time how to improve their ability. I am happy to be encouraged by those colleagues.,High Value,78.1,25,91.7,31.3,8.3
Female,Statistics,,Asian,Queer,High school or less,High school or less,Senior,Yes,Vietnam,Yes,No,Yes,Yes,3.7,NA,2,10,Rarely,Rarely,Often,Sometimes,Often,Agree,Not Sure,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Not Sure,Not Sure,Not Sure,Agree,Agree,Agree,Not Sure,Agree,Not Sure,Not Sure,Network of friends and professors,Imposter Syndrome,Low Value,37.5,75,55.6,50,58.3
Female,Statistics,,Asian,Heterosexual,High school or less,High school or less,Senior,Yes,Vietnam,Yes,No,Yes,Yes,3.5,NA,6,2,Rarely,Never,Always,Rarely,Sometimes,Agree,Not Sure,Disagree,Not Sure,Not Sure,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Not Sure,Agree,Not Sure,Disagree,Strongly Agree,Not Sure,Not Sure,Strongly Agree,Not Sure,Not Sure,Agree,"The depression and pressure from academic as well as social life at UCLA somewhat helped me to keep going forward. Although it is toxic for mental health, it pushes people to the point that we have to step outside of our shells and throw ourselves into a tremendous ocean where life is prosperous but also full of hardships. Just by looking at other people who are successful at UCLA, I feel the needs to learn and improve myself everyday. ","Money, time, tough (unnecessary) curriculum, limited services, unstable emotions due to grades and rejection letters, the ""adult culture"" in which everyone tries to look professional, mature, and successful, but forget that we are all human and just create more anxieties for ourselves. There is a lack of genuine communication and mutual understanding between human. Other stressful factors are fake manners, attitudes towards each other, and those ""masks"" that we are wearing. If we are hungry, cut the apple and share. Only giving the apple to someone who can evaluate the color, the shape, and the vitamins is not very ideal. ",Average Value,43.8,66.7,58.3,43.8,58.3
Female,Statistics,,Asian,Heterosexual,Four-year College,Four-year College,Senior,Yes,China,No,No,No,Yes,3.89,4,20,5,Often,Sometimes,Always,Sometimes,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,Being cooperative and active,Procrastination,NA,NA,NA,NA,NA,NA
Male,Statistics,,Calcasian,Heterosexual,,Four-year College,Senior,No,,No,No,No,Yes,3.8,4.1,10,150,Sometimes,Rarely,Always,Often,Sometimes,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Office hours and communication with my professors,N/A,Low Value,59.4,66.7,63.9,50,41.7
Male,Statistics,,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,No,,No,Yes,No,Yes,3.15,3.9,0,2,Often,Rarely,Always,Often,Sometimes,Strongly Agree,Disagree,Not Sure,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Not Sure,Not Sure,Agree,"The test bank, friends, stopping myself from procrastinating, exercise, and writing down my thoughts. ","Most people disliking me, brutal classes, abundance of homework, too many people at the school, not having enough interests. ",Average Value,46.9,33.3,19.4,81.3,91.7
Female,Statistics,,Asian,Heterosexual,High school or less,High school or less,Junior,No,,No,No,Yes,Yes,3,4.2,6,10,Rarely,Sometimes,Always,Often,Rarely,Strongly Agree,Disagree,Strongly Disagree,Not Sure,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Not Sure,Not Sure,Disagree,Strongly Disagree,Strongly Disagree,Not Sure,Not Sure,Strongly Agree,Strongly Agree,Not Sure,Not Sure,Agree,easy ge classes help me feel better when I fail stem classes,"bad professors, unequal grading scales between TAs, fires, high rent/cost of living",NA,31.3,66.7,72.2,56.3,16.7
Male,stats,,Asian,Heterosexual,Four-year College,Four-year College,Senior,Yes,china,No,No,No,Yes,3.6,4,100,0,Always,Always,Always,Never,Never,Strongly Agree,Strongly Agree,Not Sure,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,optimism,procrastination,High Value,84.4,0,75,25,41.7
Female,Statistics,,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,Yes,China,No,No,No,Yes,3.36,4,100,50,Sometimes,Often,Always,Sometimes,Never,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Not Sure,Disagree,Not Sure,Agree,Not Sure,Disagree,Not Sure,Agree,Not Sure,Agree,Agree,Not Sure,Not Sure,Agree,friends,comfort zones,Low Value,46.9,8.3,52.8,50,50
Female,Statistics,,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,Yes,China,No,No,No,Yes,3.36,4,100,50,Sometimes,Often,Always,Sometimes,Never,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Not Sure,Disagree,Not Sure,Agree,Not Sure,Disagree,Not Sure,Agree,Not Sure,Agree,Agree,Not Sure,Not Sure,Agree,friends,comfort zones,Low Value,46.9,8.3,52.8,50,50
Male,statistics,,Filipino,Heterosexual,Graduate or Professional Degree,Four-year College,Senior,No,,No,No,No,Yes,3.2,4,50,30,Sometimes,Often,Always,Always,Rarely,Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Not Sure,Not Sure,Strongly Agree,Strongly Disagree,Not Sure,Strongly Agree,Not Sure,Agree,Agree,Not Sure,Agree,Disagree,Strongly Agree,Strongly Agree,Not Sure,Agree,Not Sure,"Academically, I used to not do so well when I first got into college. Definitely after my first quarter, I learned study tactics and a lotting time to study. For example, in high school I would rarely study and manage my time well as academics during high school came easy to me. This translated into college and I quickly found out that it does not work that way. After the learning experience of not doing so well in my classes, I began to set time to study like studying at least a week and half before a test and also to manage my time wisely. Socially came very easy for me. Emotionally however, I began to draw back from social life and it was not easy being independent. I still deal with this, however occupying yourself with hobbies is a nice way of dealing with this.","The factors that helped me cope with academics and my social life, were listening to podcast on time management and the importance of getting things done. This distracted me from the negative thoughts and depressed state of mind I had whenever I did bad on a test or felt lonely.",Average Value,53.1,75,50,37.5,66.7
Female,Statistics,,Asian,Heterosexual,High school or less,High school or less,Senior,No,,Yes,No,Yes,Yes,3.7,4,10,3,Sometimes,Rarely,Always,Often,Sometimes,Strongly Agree,Agree,Not Sure,Disagree,Strongly Disagree,Not Sure,Strongly Agree,Not Sure,Not Sure,Not Sure,Strongly Disagree,Strongly Disagree,Not Sure,Agree,Agree,Not Sure,Disagree,Not Sure,Agree,Not Sure,Agree,Agree,Agree,Agree,"My parents help me to pay tuition, my boyfriend encourages me everyday.",,Average Value,62.5,25,66.7,25,41.7
Female,Statistics,Environmental Engineering,Latino/Hispanic,Heterosexual,High school or less,High school or less,Senior,No,,No,No,Yes,Yes,2.7,4.4,3,5,Sometimes,Rarely,Always,Sometimes,Sometimes,Strongly Agree,Not Sure,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Not Sure,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Not Sure,I feel validated when professors/TA take me serious.,I need to push myself to create a better future for myself and to set a good example for my siblings.,High Value,37.5,100,30.6,100,83.3
Female,Statistics,None,Asian,I prefer not to say,High school or less,High school or less,Senior,No,,Yes,No,Yes,Yes,2.97,4,30,30,Never,Rarely,Always,Never,Rarely,Strongly Agree,Agree,Strongly Agree,Not Sure,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Not Sure,Not Sure,Strongly Agree,Agree,Not Sure,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,"I am very happy that UCLA does offer flexibility to students. My major was Economics when I got into UCLA, but dream of my academic major has always been Statistics. I just could not apply to stats major by the time I transferred. UCLA did not set strict boundaries and say: you MUST stay in your original major.. they did listen to what I want, did help me to get back to undeclared first and finally jumped Into the major I truly want to be in. It was not an easy process because of the requirement of excellent grades in certain classes, but at least the school does offer a possibility of change my major.. This is the most thankful event happened my time at UCLA","There is limit source of tutoring at school. STEM major is very hard to finish and it gave me depression sometimes. UCLA only offers office hour of professor, TA, and some random tutoring ( pay is high) . they don't have any tutoring center or anything, I feel like I have to survive in hard classes by myself. ",Low Value,50,75,50,62.5,66.7
Male,stats,,Asian,Heterosexual,Four-year College,Four-year College,Senior,Yes,China,Yes,No,No,Yes,3.9,3.9,5,1,Often,Rarely,Always,Rarely,Sometimes,Agree,Agree,Agree,Agree,Not Sure,Not Sure,Agree,Agree,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Agree,Disagree,Not Sure,Disagree,Not Sure,Agree,Not Sure,Disagree,,,Low Value,50,58.3,47.2,50,50
Male,Statistics,,Asian,Heterosexual,High school or less,High school or less,Junior,No,,Yes,No,Yes,Yes,0,3.8,5,5,Sometimes,Rarely,Always,Rarely,Rarely,Agree,Agree,Not Sure,Not Sure,Not Sure,Agree,Agree,Not Sure,Agree,Not Sure,Disagree,Not Sure,Not Sure,Agree,Agree,Not Sure,Not Sure,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,,,Average Value,59.4,58.3,58.3,43.8,50
Male,Statistics,,Asian,Heterosexual,Four-year College,Four-year College,Senior,Yes,China,No,No,No,Yes,3.5,3.97,20,2,Rarely,Sometimes,Always,Rarely,Never,Agree,Disagree,Agree,Not Sure,Disagree,Not Sure,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Not Sure,Agree,Strongly Agree,Agree,Not Sure,Strongly Agree,Agree,Not Sure,Not Sure,My high school experience in US as an international student,"my ethnic background, academic workload, peer pressure, expectations from the society",Low Value,40.6,41.7,50,56.3,75
Female,Statistics,Japanese,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,No,,No,Yes,No,Yes,3.85,3.7,100,10,Sometimes,Rarely,Always,Often,Rarely,Strongly Agree,Agree,Not Sure,Not Sure,Not Sure,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Not Sure,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Some friends...?,"Overwhelming projects, homework",Average Value,40.6,58.3,58.3,68.8,66.7
Male,Statistics,,Asian,Heterosexual,Two-year College,Two-year College,Junior,No,,Yes,No,Yes,Yes,NA,3.8,NA,NA,Often,Rarely,Often,Often,Sometimes,Not Sure,Not Sure,Not Sure,Agree,Not Sure,Agree,Agree,Agree,Not Sure,Agree,Disagree,Not Sure,Not Sure,Agree,Agree,Not Sure,Disagree,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,"I have just transferred to UCLA, and forming study groups allowed me to feel better about my academics and helped me make friends.",Adjusting to the quarter system is a hard transition and a lot of times I feel like I don't know how to study for tests.,Low Value,53.1,66.7,61.1,50,41.7
Female,Statistics,French,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,Yes,China,No,No,No,Yes,3.33,3.75,20,20,Sometimes,Sometimes,Always,Sometimes,Sometimes,Agree,Not Sure,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Not Sure,Not Sure,Not Sure,Agree,Strongly Disagree,Strongly Disagree,Not Sure,Agree,Agree,Disagree,Disagree,Not Sure,Not Sure,Agree,Strongly Agree,Not Sure,Not Sure,Agree,"I have supportive parents and great friends who help me emotionally and academically. This quarter I am very stressed with recruiting and academics as a Junior, but I received tremendous support from my parents who support whatever I do, and good friends who came to visit me in LA from east coast. I am optimistic and positive despite the competitions for internship and academics stresses. ",Class size here is huge and it's hard to get academic and career planning help.,Average Value,53.1,0,69.4,31.3,33.3
Male,Statistics,,Asian,Heterosexual,Four-year College,Four-year College,Junior,No,,No,No,Yes,Yes,3.8,4.3,20,10,Often,Rarely,Always,Often,Sometimes,Not Sure,Agree,Not Sure,Agree,Strongly Agree,Agree,Disagree,Not Sure,Disagree,Not Sure,Disagree,Disagree,Not Sure,Disagree,Disagree,Not Sure,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Agree,Agree,Agree,It is important to have activities that are stress-relieving and also surrounding yourselves with people who also study and focus on academics.,"efficiency, ability to finish assignments quickly",Low Value,53.1,83.3,66.7,37.5,50
Male,Statistics,,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Junior,Yes,China,Yes,No,No,Yes,NA,3.97,4,3,Often,Never,Always,Sometimes,Often,Agree,Agree,Not Sure,Not Sure,Strongly Disagree,Agree,Not Sure,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Not Sure,Agree,Strongly Agree,Agree,Agree,Agree,"Being levelheaded, having a clear goal and a long term plan.Such a mentalities allowed me to withstand overwhelming pressure, stick to my academic goals and ensure that all my plans are carried out.  ",Being introvert. It prevented my from establishing deeper connection with people and acquiring more resources to assist my pursuit of academic goals.,Average Value,68.8,41.7,55.6,50,33.3
Female,Statistics,,Asian,Heterosexual,High school or less,Graduate or Professional Degree,Senior,Yes,China,No,No,Yes,Yes,3.7,4.25,100,10,Sometimes,Sometimes,Often,Sometimes,Rarely,Strongly Agree,Agree,Not Sure,Not Sure,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Not Sure,Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Being open to diversity,Culture shock and language barrier,Average Value,71.9,66.7,77.8,25,16.7
Female,Statistics,,Asian,Heterosexual,Four-year College,Four-year College,Senior,No,,No,Yes,No,Yes,3.425,4,9,12,Sometimes,Rarely,Always,Sometimes,Sometimes,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Not Sure,Not Sure,Not Sure,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,"My friends and I always help each other in anything. They encourage me and remind me that I belong here at UCLA. My family understands that it takes a lot of work to be at this school. When I failed one of my classes, I felt a bit ashamed since I thought that I disappointed my parents. I considered taking a break, but it was my parents that got me back on my feet to try the class again the following quarter. They understood that UCLA can be a challenge and told me that there is no shame in me falling, but I need to be able to pick myself back up. My brother is the one who always takes my mind off of school and helps me enjoy life. The counselors at Murphy Hall and Statistics faculty help me academically.","I would say myself. Before, I was introverted and afraid to talk to the professors and TA's for help. I feel like I am more open to get help when I need it now.",High Value,65.6,33.3,80.6,37.5,16.7
Female,Statistics,,Asian,Heterosexual,Two-year College,Two-year College,Senior,Yes,China,No,No,Yes,Yes,3.4,3.8,100,5,Sometimes,Sometimes,Always,Sometimes,Sometimes,Agree,Agree,Agree,Not Sure,Disagree,Strongly Agree,Not Sure,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,"friends, family",Not enough sleep,Average Value,62.5,58.3,69.4,25,58.3
Female,statistic,no minor,Asian,Heterosexual,High school or less,High school or less,Junior,No,,Yes,No,Yes,Yes,2.98,3.6,5,1,Often,Sometimes,Always,Sometimes,Sometimes,Agree,Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,friend and professor.,the difficulty of the class,Average Value,65.6,100,66.7,18.8,50
Female,statistics,no,Asian,Heterosexual,Two-year College,Two-year College,Junior,No,,Yes,No,Yes,Yes,3.38,3.8,6,2,Sometimes,Never,Rarely,Sometimes,Sometimes,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Not Sure,Strongly Agree,Strongly Agree,Strongly Disagree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,friends and Ta professor help me a lot of.,sometimes the class is so difficult,Average Value,53.1,100,66.7,50,50
Female,Stats,,I would prefer not to say,I prefer not to say,Four-year College,Four-year College,Sophomore,Yes,China,No,No,No,Yes,3.4,4,10,1000,Often,Never,Always,Sometimes,Sometimes,Agree,Agree,Strongly Disagree,Not Sure,Disagree,Not Sure,Disagree,Disagree,Disagree,Not Sure,Disagree,Strongly Disagree,Not Sure,Not Sure,Agree,Not Sure,Agree,Strongly Disagree,Strongly Disagree,Not Sure,Not Sure,Strongly Disagree,Disagree,Not Sure,none,none,Average Value,59.4,41.7,52.8,31.3,41.7
Male,stats,no minor,Asian,Heterosexual,Four-year College,Four-year College,Junior,Yes,South Korea,Yes,No,No,Yes,NA,3.8,50,10,Sometimes,Rarely,Always,Rarely,Sometimes,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Disagree,Disagree,Agree,Agree,Not Sure,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,"I focus on what I like, so I will concentrate on the statistics which I like",,Low Value,62.5,16.7,80.6,37.5,16.7
Male,Statistics,,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Sophomore,Yes,China,No,No,No,Yes,3.7,3.8,20,15,Always,Rarely,Always,Always,Often,Agree,Strongly Agree,Not Sure,Strongly Disagree,Strongly Disagree,Not Sure,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,My own perseverance and confidence; Friends I knew before matriculating to UCLA.,"My disposition to seek help only when necessary, which potentially lost some valuable chances; I am not a good improviser, so I find myself uncomfortable in some social occasions.",Average Value,84.4,16.7,66.7,12.5,58.3
Male,Statistics,,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Junior,Yes,South Korea,Yes,No,No,Yes,NA,3.96,10,3,Sometimes,Rarely,Always,Rarely,Sometimes,Agree,Not Sure,Disagree,Disagree,Disagree,Agree,Not Sure,Not Sure,Not Sure,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,"This is my first quarter to study at ucla, but I strongly believe that studying all of this will help me a lot in the future.","It is difficult to physically work on many assignments and studies, and mentally stressed academically. I would like to have a chance or a way to solve this.",Average Value,59.4,41.7,83.3,25,16.7
Male,Statistic,,Asian,Heterosexual,Two-year College,Two-year College,Senior,Yes,China,No,No,No,Yes,3.51,4.5,150,15,Rarely,Sometimes,Always,Sometimes,Rarely,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Not Sure,Not Sure,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Not Sure,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,having my own career,dedication and patience,Low Value,53.1,8.3,11.1,81.3,91.7
Female,stats,,Asian,Heterosexual,High school or less,Two-year College,Senior,Yes,China,Yes,No,No,Yes,3.39,3.7,500,3,Sometimes,Sometimes,Always,Rarely,Sometimes,Agree,Disagree,Not Sure,Disagree,Disagree,Not Sure,Agree,Agree,Not Sure,Not Sure,Not Sure,Disagree,Not Sure,Agree,Not Sure,Agree,Disagree,Strongly Agree,Not Sure,Agree,Agree,Not Sure,Not Sure,Agree,"academically: preview, review, discussion, use office hour, if you have any questions ask professor, TA, or your friends ASAP. Never leave too much stuff to the next day.

Do not put study on the first position. The most important thing are having a healthy body, enjoy your life. Study is not the only thing in your life. 
","FACTORS: like to study by myself. Do not like to ask questions. 
I do not like to ask question in the beginning. I just felt like I can handle those by myself. Unfortunately I can not. I felt stressed in my first year in UCLA, I wanted A badly.",Average Value,46.9,33.3,47.2,43.8,66.7
Male,Statistics,,Asian,Heterosexual,Four-year College,Four-year College,Junior,No,,Yes,No,No,Yes,NA,3.5,5,5,Sometimes,Rarely,Always,Rarely,Rarely,Agree,Agree,Not Sure,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Not Sure,Agree,Not Sure,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Not Sure,"I strongly believe my friends are one of the factors. Academic challenge is not only for me, but also all my friends struggle and study together, which really encourages and motivates me. ","Academic workload and competition inhibited. It is stressful that I need to compete with my peers for better grades, and I sometimes feel depressed when getting unexpectedly lower grades than my peers.",Average Value,53.1,83.3,58.3,68.8,41.7
Female,Statistics,Math,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,No,,No,Yes,No,Yes,3.501,4,150,150,Often,Rarely,Always,Always,Often,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Not Sure,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Coming from a family where many people are highly educated (most have doctorate level degrees) because there is the familiarity with the education system and value for it;
Not having to worry about money because my parents are supporting all of my education financially (which means I also have the ability to take unpaid or low-paying internships);
coming from a family where my ability to success academically was never questioned because I am female;
growing up studying STEM majors and taking a lot of related classes in high school;
caring less about what other people think about me in class and asking questions when I have them;
 going to office hours a lot and trying to not be embarrassed about all the things I am confused about;
I am naturally pretty extroverted and outgoing, so it's easy for me to meet people in my classes and find people to study / connect with if we have questions;
having a sense of community at UCLA though where I live, my extracurricular activities like student organizations; 
going to counseling/ therapy when I needed that;
balancing my major with all of my other interests (and LA have literally everything you could want);
being able to connect with lots of other Asian-American students who have similar experiences in life to mine;
access to exercise; 
access to really good and healthy food;
access to fun activities with friends to de-stress;
sunshine that makes everything happier","Not having many female professors /TAs in my department (in stats, but specifically in math) which leads to not feeling like I belong in the major, self doubt, impostor syndrome, etc;
trying to support friends though really difficult times and worrying about them definitely has negatively affected my grades at times;
getting too involved in my clubs/ organizations that I use it as an excuse not to study/ get work done;
being a survivor of sexual violence/ assault and the general daily difficulties that come with navigating that as I process everything that happened to me and the other triggers that I still have",Average Value,84.4,25,75,37.5,41.7
Female,Statistics,Digital Humanities,Asian,Bisexual,Two-year College,High school or less,Junior,No,,No,Yes,Yes,Yes,3.707,4.4,12,0,Sometimes,Rarely,Always,Often,Rarely,Agree,Disagree,Agree,Not Sure,Disagree,Agree,Disagree,Not Sure,Not Sure,Strongly Agree,Disagree,Disagree,Strongly Disagree,Not Sure,Not Sure,Agree,Not Sure,Agree,Disagree,Not Sure,Strongly Agree,Not Sure,Disagree,Agree,"Trial and error - getting used to the quarter system takes time and each professor handles each class differently. Getting to know classmates better, so we can ask each other for help. Exercise (BFiT, Wooden, Drake). Trying to get at least 7 hours of sleep a day.","Unfamiliarity. Social anxiety. Inability to cope. Fast pace of classes/quarter system. Struggling with general intensity of courses. Imposter syndrome. Stress eating. I prefer to struggle by myself so I often do not ask other people or go to office hours, so I have not been able to make bonds with professors. ",Low Value,31.3,50,52.8,62.5,66.7
Female,Stats,,Asian,Heterosexual,Four-year College,Four-year College,Junior,Yes,China,Yes,No,No,No,NA,3.92,5,3,Sometimes,Never,Always,Sometimes,Sometimes,Not Sure,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Disagree,Not Sure,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,enthusiasm,find a housing,Average Value,56.3,66.7,58.3,50,41.7
Male,Statistics,,Asian,Heterosexual,Two-year College,High school or less,Senior,No,,No,Yes,Yes,Yes,2,4.5,60,100,Rarely,Never,Always,Often,Often,Strongly Agree,Disagree,Not Sure,Agree,Strongly Agree,Agree,Strongly Disagree,Not Sure,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Not Sure,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Dropping out of UCLA and getting a professional job has helped me value my education more. It also taught me how to prioritize things in my life.,,High Value,65.6,83.3,86.1,25,25
Female,Statistics,Math,Asian,Heterosexual,Four-year College,Four-year College,Junior,Yes,South Korea,Yes,No,No,Yes,NA,4.27,15,100,Often,Never,Always,Sometimes,Often,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Not Sure,Agree,Disagree,Not Sure,Not Sure,Agree,Not Sure,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,"Getting a great education in UCLA is a big motivation already and keep myself to be on top of everything and to not procrastinate. Since everyone is on the same boat, it is not hard to communicate and share stories of their own. We all are doing this hard work together so we oftentimes tend to cheer ourselves up. ",The biggest factor that holds my time is the distraction from phone - social media.,High Value,53.1,91.7,72.2,50,25
